table_rva,ini_key,bfme_offset,upstream_class,upstream_member,votes,margin,notes
0x00c9fe18,IsAimingWeapon,0x51e,,,49,47,no upstream key
0x00c9fe18,NoVictimNeeded,0x533,,,49,47,no upstream key
0x00c9fe18,RotatingTurret,0x534,,,49,47,no upstream key
0x00c9fe18,HitPercentage,0x520,,,49,47,no upstream key
0x00c9fe18,HitPassengerPercentage,0x524,,,49,47,no upstream key
0x00c9fe18,PreAttackDelay,0x500,WeaponTemplate,m_preAttackDelay,49,47,
0x00c9fe18,PreAttackRandomAmount,0x504,,,49,47,no upstream key
0x00c9fe18,PassengerProportionalAttack,0x508,,,49,47,no upstream key
0x00c9fe18,MaxAttackPassengers,0x509,,,49,47,no upstream key
0x00c9fe18,FinishAttackOnceStarted,0x529,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceAttackSound,0x128,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceAttackGroupSound,0x198,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceAttack2Sound,0x208,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceAttackGroup2Sound,0x278,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceEnterStateAttackSound,0x2e8,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceEnterStateAttackGroupSound,0x358,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceEnterStateAttack2Sound,0x3c8,,,49,47,no upstream key
0x00c9fe18,OverrideVoiceEnterStateAttackGroup2Sound,0x438,,,49,47,no upstream key
0x00c9fe18,RestrictedHeightRange,0x52c,,,49,47,no upstream key
0x00c9fe18,CannotTargetCastleVictims,0x530,,,49,47,no upstream key
0x00c9fe18,RequireFollowThru,0x531,,,49,47,no upstream key
0x00c9fe18,ShareTimers,0x532,,,49,47,no upstream key
0x00c9fe18,ShouldPlayUnderAttackEvaEvent,0x535,,,49,47,no upstream key
0x00c9fe18,PreAttackType,0x4f4,WeaponTemplate,m_prefireType,49,47,
0x00c9fe18,AutoReloadsClip,0x4f0,WeaponTemplate,m_reloadType,49,47,
0x00c9fe18,RadiusDamageAffects,0x4d8,WeaponTemplate,m_affectsMask,49,47,
0x00c9fe18,ProjectileCollidesWith,0x4e0,WeaponTemplate,m_collideMask,49,47,
0x00c9fe18,FXTrigger,0x10,,,49,47,no upstream key
0x00c9fe18,DamageType,0x4c,WeaponTemplate,m_damageType,49,47,vote picked from ParticleUplinkCannonUpdateModuleData::m_damageType
0x00c9fe18,DeathType,0x50,WeaponTemplate,m_deathType,49,47,vote picked from ParticleUplinkCannonUpdateModuleData::m_deathType
0x00c9fe18,DamageFXType,0x54,,,49,47,no upstream key
0x00c9fe18,AntiAirborneVehicle,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiGround,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiProjectile,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiSmallMissile,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiMine,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiParachute,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiAirborneInfantry,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiAirborneMonster,0x4d4,,,49,47,no upstream key
0x00c9fe18,AntiBallisticMissile,0x4d4,WeaponTemplate,m_antiMask,49,47,
0x00c9fe18,AntiStructure,0x4d4,,,49,47,no upstream key
0x00c9fe18,DelayBetweenShots,0x0,,,49,47,no upstream key
0x00c9fe18,ClipReloadTime,0x0,WeaponTemplate,m_clipReloadTime,49,47,
0x00c9fe18,ScatterTarget,0x0,,,49,47,no upstream key
0x00c9fe18,LinearTarget,0x0,,,49,47,no upstream key
0x00c9fe18,WeaponBonus,0x0,GlobalData,m_weaponBonusSet,49,47,sole candidate; table votes WeaponTemplate
0x00c9fe18,DamageNugget,0x0,,,49,47,no upstream key
0x00c9fe18,ClearNuggets,0x0,,,49,47,no upstream key
0x00c9fe18,DamageFieldNugget,0x0,,,49,47,no upstream key
0x00c9fe18,WeaponOCLNugget,0x0,,,49,47,no upstream key
0x00c9fe18,ProjectileNugget,0x0,,,49,47,no upstream key
0x00c9fe18,MetaImpactNugget,0x0,,,49,47,no upstream key
0x00c9fe18,HordeAttackNugget,0x0,,,49,47,no upstream key
0x00c9fe18,SpawnAndFadeNugget,0x0,,,49,47,no upstream key
0x00c9fe18,GrabNugget,0x0,,,49,47,no upstream key
0x00c9fe18,AttributeModifierNugget,0x0,,,49,47,no upstream key
0x00c9fe18,SpecialModelConditionNugget,0x0,,,49,47,no upstream key
0x00c9fe18,ParalyzeNugget,0x0,,,49,47,no upstream key
0x00c9fe18,LuaEventNugget,0x0,,,49,47,no upstream key
0x00ca17a8,Conditions,0x4,WeaponTemplateSet,m_types,3,2,vote picked from ArmorTemplateSet::m_types
0x00ca17a8,Weapon,0x0,,,3,2,ambiguous: FireWeaponNugget::m_weapon|FireWeaponUpdateModuleData::m_weaponTemplate
0x00ca17a8,AutoChooseSources,0x0,,,3,2,no upstream key
0x00ca17a8,PreferredAgainst,0x0,,,3,2,no upstream key
0x00ca17a8,OnlyAgainst,0x0,,,3,2,no upstream key
0x00ca17a8,ShareWeaponReloadTime,0xe8,WeaponTemplateSet,m_isReloadTimeShared,3,2,
0x00ca17a8,WeaponLockSharedAcrossSets,0xe9,WeaponTemplateSet,m_isWeaponLockSharedAcrossSets,3,2,
0x00ca18f0,AimLowThreshold,0x8,,,0,0,no upstream key
0x00ca18f0,AimHighThreshold,0xc,,,0,0,no upstream key
0x00ca18f0,AimNearDistance,0x10,,,0,0,no upstream key
0x00ca18f0,AimFarDistance,0x14,,,0,0,no upstream key
0x00ca1acc,DUMMY,0x8,,,0,0,no upstream key
0x00ca2140,TumbleRandomly,0x48,DumbProjectileBehaviorModuleData,m_tumbleRandomly,12,7,
0x00ca2140,DetonateCallsKill,0x4a,DumbProjectileBehaviorModuleData,m_detonateCallsKill,12,7,vote picked from MissileAIUpdateModuleData::m_detonateCallsKill
0x00ca2140,OrientToFlightPath,0x49,DumbProjectileBehaviorModuleData,m_orientToFlightPath,12,7,
0x00ca2140,FirstHeight,0x8,DumbProjectileBehaviorModuleData,m_firstHeight,12,7,
0x00ca2140,SecondHeight,0xc,DumbProjectileBehaviorModuleData,m_secondHeight,12,7,
0x00ca2140,FirstPercentIndent,0x10,DumbProjectileBehaviorModuleData,m_firstPercentIndent,12,7,
0x00ca2140,SecondPercentIndent,0x14,DumbProjectileBehaviorModuleData,m_secondPercentIndent,12,7,
0x00ca2140,CrushStyle,0x18,,,12,7,no upstream key
0x00ca2140,DieOnImpact,0x19,,,12,7,no upstream key
0x00ca2140,FinalStuckTime,0x38,,,12,7,no upstream key
0x00ca2140,PreLandingStateTime,0x3c,,,12,7,no upstream key
0x00ca2140,BounceCount,0x1c,,,12,7,no upstream key
0x00ca2140,BounceDistance,0x20,,,12,7,no upstream key
0x00ca2140,BounceFirstHeight,0x24,,,12,7,no upstream key
0x00ca2140,BounceSecondHeight,0x28,,,12,7,no upstream key
0x00ca2140,BounceFirstPercentIndent,0x2c,,,12,7,no upstream key
0x00ca2140,BounceSecondPercentIndent,0x30,,,12,7,no upstream key
0x00ca2140,GarrisonHitKillRequiredKindOf,0x50,DumbProjectileBehaviorModuleData,m_garrisonHitKillKindof,12,7,vote picked from MissileAIUpdateModuleData::m_garrisonHitKillKindof
0x00ca2140,GarrisonHitKillForbiddenKindOf,0x68,DumbProjectileBehaviorModuleData,m_garrisonHitKillKindofNot,12,7,vote picked from MissileAIUpdateModuleData::m_garrisonHitKillKindofNot
0x00ca2140,GarrisonHitKillCount,0x4c,DumbProjectileBehaviorModuleData,m_garrisonHitKillCount,12,7,vote picked from MissileAIUpdateModuleData::m_garrisonHitKillCount
0x00ca2140,GarrisonHitKillFX,0x80,DumbProjectileBehaviorModuleData,m_garrisonHitKillFX,12,7,vote picked from MissileAIUpdateModuleData::m_garrisonHitKillFX
0x00ca2140,GroundHitFX,0x94,ParticleUplinkCannonUpdateModuleData,m_groundHitFX,12,7,sole candidate; table votes DumbProjectileBehaviorModuleData
0x00ca2140,GroundBounceFX,0x98,,,12,7,no upstream key
0x00ca2140,GroundHitWeapon,0x9c,,,12,7,no upstream key
0x00ca2140,GroundBounceWeapon,0xa0,,,12,7,no upstream key
0x00ca2140,FlightPathAdjustDistPerSecond,0x84,DumbProjectileBehaviorModuleData,m_flightPathAdjustDistPerFrame,12,7,
0x00ca2140,IgnoreTerrainHeight,0x88,,,12,7,no upstream key
0x00ca2140,FirstPercentHeight,0x8c,,,12,7,no upstream key
0x00ca2140,SecondPercentHeight,0x90,,,12,7,no upstream key
0x00ca2140,CurveFlattenMinDist,0x34,,,12,7,no upstream key
0x00ca2140,PreLandingEmotion,0xa4,,,12,7,no upstream key
0x00ca2140,PreLandingEmotionRadius,0xa8,,,12,7,no upstream key
0x00ca2140,InvisibleFrames,0x40,,,12,7,no upstream key
0x00ca2140,FadeInTime,0x44,,,12,7,no upstream key
0x00ca28b0,LateralScaffoldSpeed,0x8,BridgeBehaviorModuleData,m_lateralScaffoldSpeed,4,4,
0x00ca28b0,VerticalScaffoldSpeed,0xc,BridgeBehaviorModuleData,m_verticalScaffoldSpeed,4,4,
0x00ca28b0,BridgeDieFX,0x10,BridgeBehaviorModuleData,m_fx,4,4,
0x00ca28b0,BridgeDieOCL,0x14,BridgeBehaviorModuleData,m_ocl,4,4,
0x00ca2d28,NightWindowName,0x8,,,0,0,no upstream key
0x00ca2d28,FireWindowName,0xc,,,0,0,no upstream key
0x00ca2d28,GlowWindowName,0x10,,,0,0,no upstream key
0x00ca2d28,FireName,0x0,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometry,0x1a8,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometryMajorRadius,0x1a8,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometryMinorRadius,0x1a8,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometryRotationAnchorOffset,0x1a8,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometryHeight,0x1a8,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometryIsSmall,0x1a8,,,0,0,no upstream key
0x00ca2ee8,ClearanceGeometryOffset,0x204,,,0,0,no upstream key
0x00ca2ee8,ClearanceMaxHeight,0x210,,,0,0,no upstream key
0x00ca2ee8,ClearanceMaxHeightFraction,0x214,,,0,0,no upstream key
0x00ca2ee8,ClearanceMinHeight,0x218,,,0,0,no upstream key
0x00ca2ee8,ClearanceMinHeightFraction,0x21c,,,0,0,no upstream key
0x00ca3270,ClickReactionTimer,0x8,,,0,0,no upstream key
0x00ca3270,ReactionFrames1,0xc,,,0,0,no upstream key
0x00ca3270,ReactionFrames2,0x10,,,0,0,no upstream key
0x00ca3270,ReactionFrames3,0x14,,,0,0,no upstream key
0x00ca3270,ReactionFrames4,0x18,,,0,0,no upstream key
0x00ca3270,ReactionFrames5,0x1c,,,0,0,no upstream key
0x00ca3550,SwitchWeaponOnCloseRangeDistance,0x8,,,0,0,no upstream key
0x00ca3550,UseCloseRangeWhileMounted,0xc,,,0,0,no upstream key
0x00ca3550,MinimumSwitchTime,0x10,,,0,0,no upstream key
0x00ca3550,UseHordeRangeWeapon,0x14,,,0,0,no upstream key
0x00ca3550,UseRealVictimRange,0x15,,,0,0,no upstream key
0x00ca3b28,BonePrefix,0xa4,,,0,0,no upstream key
0x00ca3b28,NumberOfBones,0x70,,,0,0,no upstream key
0x00ca3b28,WayPoint,0xa8,,,0,0,no upstream key
0x00ca3b28,Link,0xb4,,,0,0,no upstream key
0x00ca3b28,AllowKindOf,0x74,,,0,0,no upstream key
0x00ca3b28,RejectKindOf,0x8c,,,0,0,no upstream key
0x00ca3b28,WallBoundsMesh,0xc0,,,0,0,no upstream key
0x00ca3b28,GenerateNow,0xc4,,,0,0,no upstream key
0x00ca3b28,AboveWall,0xc8,,,0,0,no upstream key
0x00ca3b28,TopAttackPos,0xcc,,,0,0,no upstream key
0x00ca3b28,TopAttackRadius,0xd8,,,0,0,no upstream key
0x00ca3b28,AllowEnemies,0xc5,,,0,0,no upstream key
0x00ca3b28,ActivationDelaySeconds,0xdc,,,0,0,no upstream key
0x00ca3ca0,EnragedLifeTimer,0x8,,,0,0,no upstream key
0x00ca44c0,WorkerName,0x14,,,0,0,no upstream key
0x00ca44c0,EvilWorkerName,0x18,,,0,0,no upstream key
0x00ca44c0,TestFaction,0x1c,,,0,0,no upstream key
0x00ca44c0,SpawnTimer,0x20,,,0,0,no upstream key
0x00ca44c0,RebuildWhenDead,0x2c,,,0,0,no upstream key
0x00ca44c0,HealWeapon,0x28,,,0,0,no upstream key
0x00ca44c0,RebuildTimeSeconds,0x24,,,0,0,no upstream key
0x00ca44c0,SelfBuildingLoop,0x8,,,0,0,no upstream key
0x00ca44c0,SelfRepairFromDamageLoop,0xc,,,0,0,no upstream key
0x00ca44c0,SelfRepairFromRubbleLoop,0x10,,,0,0,no upstream key
0x00ca44c0,PercentOfBuildCostToRebuildPristine,0x30,,,0,0,no upstream key
0x00ca44c0,PercentOfBuildCostToRebuildDamaged,0x34,,,0,0,no upstream key
0x00ca44c0,PercentOfBuildCostToRebuildReallyDamaged,0x38,,,0,0,no upstream key
0x00ca44c0,PercentOfBuildCostToRebuildRubble,0x3c,,,0,0,no upstream key
0x00ca47f0,FXHitGround,0x1a8,HelicopterSlowDeathBehaviorModuleData,m_fxHitGround,4,2,vote picked from BattleBusSlowDeathBehaviorModuleData::m_fxHitGround|JetSlowDeathBehaviorModuleData::m_fxHitGround
0x00ca47f0,OCLHitGround,0x1ac,HelicopterSlowDeathBehaviorModuleData,m_oclHitGround,4,2,vote picked from BattleBusSlowDeathBehaviorModuleData::m_oclHitGround|JetSlowDeathBehaviorModuleData::m_oclHitGround
0x00ca47f0,DelayFromGroundToFinalDeath,0x1b0,HelicopterSlowDeathBehaviorModuleData,m_delayFromGroundToFinalDeath,4,2,
0x00ca47f0,SoundDeathLoop,0x1b4,HelicopterSlowDeathBehaviorModuleData,m_deathSound,4,2,
0x00ca47f0,CrashAvoidKindOfs,0x224,,,4,2,no upstream key
0x00ca47f0,CrashAvoidRadius,0x23c,,,4,2,no upstream key
0x00ca47f0,CrashAvoidStrength,0x240,,,4,2,no upstream key
0x00ca47f0,NeedToMaintainFlailingHeight,0x244,,,4,2,no upstream key
0x00ca4b38,HitReactionLifeTimer1,0x8,,,0,0,no upstream key
0x00ca4b38,HitReactionLifeTimer2,0xc,,,0,0,no upstream key
0x00ca4b38,HitReactionLifeTimer3,0x10,,,0,0,no upstream key
0x00ca4b38,HitReactionThreshold1,0x14,,,0,0,no upstream key
0x00ca4b38,HitReactionThreshold2,0x18,,,0,0,no upstream key
0x00ca4b38,HitReactionThreshold3,0x1c,,,0,0,no upstream key
0x00ca4b38,FastHitsResetReaction,0x20,,,0,0,no upstream key
0x00ca4b38,HitsParalyze,0x21,,,0,0,no upstream key
0x00ca4fb8,FX,0x34,FXListAtBonePosFXNugget,m_fx,1,0,sole candidate; table vote decided nothing
0x00ca4fb8,OCL,0x0,,,1,0,ambiguous: FireOCLAfterWeaponCooldownUpdateModuleData::m_ocl|OCLSpecialPowerModuleData::m_defaultOCL|OCLUpdateModuleData::m_ocl
0x00ca4fb8,Weapon,0x0,,,1,0,ambiguous: FireWeaponNugget::m_weapon|FireWeaponUpdateModuleData::m_weaponTemplate
0x00ca4fb8,Sound,0x0,,,1,0,no upstream key
0x00ca502c,FadeOutTime,0x8,,,0,0,no upstream key
0x00ca51c0,EffectRadius,0x8,EMPUpdateModuleData,m_effectRadius,1,1,
0x00ca51c0,PingDelay,0x10,,,1,1,no upstream key
0x00ca51c0,HealPercentPerSecond,0xc,,,1,1,no upstream key
0x00ca51c0,ModifierName,0x14,,,1,1,no upstream key
0x00ca51c0,AllowFilter,0x20,,,1,1,no upstream key
0x00ca543c,PoisonDamageInterval,0x8,PoisonedBehaviorModuleData,m_poisonDamageIntervalData,2,2,
0x00ca543c,PoisonDuration,0xc,PoisonedBehaviorModuleData,m_poisonDurationData,2,2,
0x00ca5600,Radius,0x8,PropagandaTowerBehaviorModuleData,m_scanRadius,7,6,vote picked from AutoHealBehaviorModuleData::m_radius|HordeUpdateModuleData::m_minDist|LightPulseFXNugget::m_radius|ParticleSystemFXNugget::m_radius|TerrainScorchFXNugget::m_radius
0x00ca5600,DelayBetweenUpdates,0xc,PropagandaTowerBehaviorModuleData,m_scanDelayInFrames,7,6,
0x00ca5600,HealPercentEachSecond,0x10,PropagandaTowerBehaviorModuleData,m_autoHealPercentPerSecond,7,6,
0x00ca5600,UpgradedHealPercentEachSecond,0x1c,PropagandaTowerBehaviorModuleData,m_upgradedAutoHealPercentPerSecond,7,6,
0x00ca5600,PulseFX,0x14,PropagandaTowerBehaviorModuleData,m_pulseFX,7,6,vote picked from TechBuildingBehaviorModuleData::m_pulseFX
0x00ca5600,UpgradeRequired,0x18,PropagandaTowerBehaviorModuleData,m_upgradeRequired,7,6,vote picked from BunkerBusterBehaviorModuleData::m_upgradeRequired
0x00ca5600,UpgradedPulseFX,0x20,PropagandaTowerBehaviorModuleData,m_upgradedPulseFX,7,6,
0x00ca58b8,RampageHealthThreshold,0x14,,,0,0,no upstream key
0x00ca58b8,RampageLifeTimer,0x18,,,0,0,no upstream key
0x00ca58b8,RampageAngryLifeTimer,0x1c,,,0,0,no upstream key
0x00ca58b8,RampageResetTimer,0x20,,,0,0,no upstream key
0x00ca58b8,RampageEnemyCheckRange,0x24,,,0,0,no upstream key
0x00ca58b8,RampageEnemyThreshold,0x28,,,0,0,no upstream key
0x00ca58b8,RequiredUpgrade,0x8,,,0,0,no upstream key
0x00ca5d68,StartsActive,0x8c,,,1,0,ambiguous: AutoHealBehaviorModuleData::m_initiallyActive|FXListDieModuleData::m_initiallyActive|FireWeaponWhenDamagedBehaviorModuleData::m_initiallyActive|FireWeaponWhenDeadBehaviorModuleData::m_initiallyActive
0x00ca5d68,ReplenishDelay,0x88,,,1,0,no upstream key
0x00ca5d68,ReplenishRadius,0x70,,,1,0,no upstream key
0x00ca5d68,NoReplenishIfEnemyWithinRadius,0x74,,,1,0,no upstream key
0x00ca5d68,ReplenishFXList,0x78,,,1,0,no upstream key
0x00ca5d68,ReplenishStatii,0x7c,,,1,0,no upstream key
0x00ca5d68,ReplenishHordeMembersOnly,0x8d,,,1,0,no upstream key
0x00ca5e68,RunToLocation,0x8,,,0,0,no upstream key
0x00ca5e68,RequiresSpecificTrigger,0x10,,,0,0,no upstream key
0x00ca5e68,RunOffMapWaypointName,0x14,,,0,0,no upstream key
0x00ca5e68,DieOnMap,0x18,,,0,0,no upstream key
0x00ca6048,Radius,0x8,,,1,0,ambiguous: AutoHealBehaviorModuleData::m_radius|HordeUpdateModuleData::m_minDist|LightPulseFXNugget::m_radius|ParticleSystemFXNugget::m_radius|PropagandaTowerBehaviorModuleData::m_scanRadius|TerrainScorchFXNugget::m_radius
0x00ca6048,DropOff,0xc,,,1,0,no upstream key
0x00ca6048,Percentage,0x10,CostModifierUpgradeModuleData,m_percentage,1,0,sole candidate; table vote decided nothing
0x00ca6048,ObjectFilter,0x14,,,1,0,no upstream key
0x00ca6244,DUMMY,0x8,,,0,0,no upstream key
0x00ca63cc,RemoveUpgrade,0xc,,,0,0,no upstream key
0x00ca63cc,GrantUpgrade,0x8,,,0,0,no upstream key
0x00ca6948,SinkRate,0x34,SlowDeathBehaviorModuleData,m_sinkRate,12,11,
0x00ca6948,ProbabilityModifier,0x38,SlowDeathBehaviorModuleData,m_probabilityModifier,12,11,
0x00ca6948,ModifierBonusPerOverkillPercent,0x3c,SlowDeathBehaviorModuleData,m_modifierBonusPerOverkillPercent,12,11,
0x00ca6948,SinkDelay,0x40,SlowDeathBehaviorModuleData,m_sinkDelay,12,11,
0x00ca6948,SinkDelayVariance,0x44,SlowDeathBehaviorModuleData,m_sinkDelayVariance,12,11,
0x00ca6948,DestructionAltitude,0x48,SlowDeathBehaviorModuleData,m_destructionAltitude,12,11,
0x00ca6948,DestructionDelay,0x4c,SlowDeathBehaviorModuleData,m_destructionDelay,12,11,
0x00ca6948,DestructionDelayVariance,0x50,SlowDeathBehaviorModuleData,m_destructionDelayVariance,12,11,
0x00ca6948,DecayBeginTime,0x54,,,12,11,no upstream key
0x00ca6948,FX,0x0,FXListAtBonePosFXNugget,m_fx,12,11,sole candidate; table votes SlowDeathBehaviorModuleData
0x00ca6948,OCL,0x0,,,12,11,ambiguous: FireOCLAfterWeaponCooldownUpdateModuleData::m_ocl|OCLSpecialPowerModuleData::m_defaultOCL|OCLUpdateModuleData::m_ocl
0x00ca6948,Weapon,0x0,,,12,11,ambiguous: FireWeaponNugget::m_weapon|FireWeaponUpdateModuleData::m_weaponTemplate
0x00ca6948,Sound,0x0,,,12,11,no upstream key
0x00ca6948,FlingForce,0x118,SlowDeathBehaviorModuleData,m_flingForce,12,11,
0x00ca6948,FlingForceVariance,0x11c,SlowDeathBehaviorModuleData,m_flingForceVariance,12,11,
0x00ca6948,FlingPitch,0x120,SlowDeathBehaviorModuleData,m_flingPitch,12,11,
0x00ca6948,FlingPitchVariance,0x124,SlowDeathBehaviorModuleData,m_flingPitchVariance,12,11,
0x00ca6948,DeathFlags,0x0,,,12,11,no upstream key
0x00ca6948,ShadowWhenDead,0x1a5,,,12,11,no upstream key
0x00ca6948,EjectRiderIfApplicable,0x15c,,,12,11,no upstream key
0x00ca6948,RiderSubObjects,0x160,,,12,11,no upstream key
0x00ca6948,DecalWhenDead,0x1a6,,,12,11,no upstream key
0x00ca6948,DeathDecal,0x16c,,,12,11,no upstream key
0x00ca6948,FadeDelay,0x1a0,,,12,11,no upstream key
0x00ca6948,FadeTime,0x19c,GenericObjectCreationNugget,m_fadeFrames,12,11,sole candidate; table votes SlowDeathBehaviorModuleData
0x00ca6e58,TownsmenName,0x8,,,1,1,no upstream key
0x00ca6e58,SpawnNumber,0xc,SpawnBehaviorModuleData,m_spawnNumberData,1,1,
0x00ca6e58,SpawnOffset,0x10,,,1,1,no upstream key
0x00ca6e58,SpawnInterval,0x18,,,1,1,no upstream key
0x00ca6fe8,UnitName,0x8,UnitCrateCollideModuleData,m_unitType,1,1,
0x00ca6fe8,UnitCommand,0xc,,,1,1,no upstream key
0x00ca6fe8,SpawnOnce,0x1c,,,1,1,no upstream key
0x00ca70d8,SelfHealSupression,0x8,SupplyWarehouseCripplingBehaviorModuleData,m_selfHealSupression,3,3,
0x00ca70d8,SelfHealDelay,0xc,SupplyWarehouseCripplingBehaviorModuleData,m_selfHealDelay,3,3,
0x00ca70d8,SelfHealAmount,0x10,SupplyWarehouseCripplingBehaviorModuleData,m_selfHealAmount,3,3,
0x00ca7aa8,MaxHealth,0x8,ActiveBodyModuleData,m_maxHealth,2,1,vote picked from GenericObjectCreationNugget::m_maxHealth
0x00ca7aa8,MaxHealthDamaged,0x10,,,2,1,no upstream key
0x00ca7aa8,MaxHealthReallyDamaged,0x14,,,2,1,no upstream key
0x00ca7aa8,InitialHealth,0xc,ActiveBodyModuleData,m_initialHealth,2,1,
0x00ca7aa8,RecoveryTime,0x24,,,2,1,no upstream key
0x00ca7aa8,DodgePercent,0x18,,,2,1,no upstream key
0x00ca7aa8,EnteringDamagedTransitionTime,0x1c,,,2,1,no upstream key
0x00ca7aa8,EnteringReallyDamagedTransitionTime,0x20,,,2,1,no upstream key
0x00ca7aa8,GrabObject,0x2c,,,2,1,no upstream key
0x00ca7aa8,GrabFX,0x38,,,2,1,no upstream key
0x00ca7aa8,GrabDamage,0x3c,,,2,1,no upstream key
0x00ca7aa8,GrabOffset,0x40,,,2,1,no upstream key
0x00ca7aa8,UseDefaultDamageSettings,0x28,,,2,1,no upstream key
0x00ca7aa8,DamageCreationList,0x0,,,2,1,no upstream key
0x00ca7aa8,HealingBuffFx,0x48,,,2,1,no upstream key
0x00ca7aa8,DamagedAttributeModifier,0x30,,,2,1,no upstream key
0x00ca7aa8,ReallyDamagedAttributeModifier,0x34,,,2,1,no upstream key
0x00ca7aa8,CheerRadius,0x4c,,,2,1,no upstream key
0x00ca7c98,DelayedDeathTime,0x64,,,0,0,no upstream key
0x00ca7c98,ImmortalUntilDeathTime,0x68,,,0,0,no upstream key
0x00ca7c98,DoHealthCheck,0x70,,,0,0,no upstream key
0x00ca7c98,InvulnerableFX,0x6c,,,0,0,no upstream key
0x00ca7c98,DelayedDeathPrerequisiteUpgrade,0x74,,,0,0,no upstream key
0x00ca7f84,HealthPercentageWhenRiderDies,0xc4,,,1,0,no upstream key
0x00ca7f84,StartsActive,0xc8,,,1,0,ambiguous: AutoHealBehaviorModuleData::m_initiallyActive|FXListDieModuleData::m_initiallyActive|FireWeaponWhenDamagedBehaviorModuleData::m_initiallyActive|FireWeaponWhenDeadBehaviorModuleData::m_initiallyActive
0x00ca7f84,RiderlessDeathChance,0xcc,,,1,0,no upstream key
0x00ca8340,FreeLifeHealthPercent,0x64,,,0,0,no upstream key
0x00ca8340,FreeLifeTime,0x68,,,0,0,no upstream key
0x00ca8340,FreeLifeInvincible,0x6c,,,0,0,no upstream key
0x00ca8340,FreeLifePrerequisiteUpgrade,0x7c,,,0,0,no upstream key
0x00ca8340,FreeLifeAnimAndDuration,0x70,,,0,0,no upstream key
0x00ca8ddc,DamageWeaponTemplate,0x5c,,,0,0,no upstream key
0x00ca8ddc,CrushDamageWeaponTemplate,0x60,,,0,0,no upstream key
0x00ca9094,PermanentlyKilledByFilter,0x5c,,,0,0,no upstream key
0x00ca9094,CanRespawn,0x60,,,0,0,no upstream key
0x00ca98a8,SmallFXList,0x8,,,2,0,no upstream key
0x00ca98a8,SmallObjectCreationList,0xc,,,2,0,no upstream key
0x00ca98a8,MediumFXList,0x10,,,2,0,no upstream key
0x00ca98a8,MediumObjectCreationList,0x14,,,2,0,no upstream key
0x00ca98a8,LargeFXList,0x18,,,2,0,no upstream key
0x00ca98a8,LargeObjectCreationList,0x1c,,,2,0,no upstream key
0x00ca98a8,Damage,0x28,,,2,0,no upstream key
0x00ca98a8,DamageType,0x20,,,2,0,ambiguous: ParticleUplinkCannonUpdateModuleData::m_damageType|WeaponTemplate::m_damageType
0x00ca98a8,DeathType,0x24,,,2,0,ambiguous: ParticleUplinkCannonUpdateModuleData::m_deathType|WeaponTemplate::m_deathType
0x00ca98a8,SpecialDamage,0x38,,,2,0,no upstream key
0x00ca98a8,SpecialDamageType,0x30,,,2,0,no upstream key
0x00ca98a8,SpecialDeathType,0x34,,,2,0,no upstream key
0x00ca98a8,SelfDamage,0x44,,,2,0,no upstream key
0x00ca98a8,SelfDamageType,0x3c,,,2,0,no upstream key
0x00ca98a8,SelfDeathType,0x40,,,2,0,no upstream key
0x00ca98a8,SpecialObject,0x2c,SpecialAbilityUpdateModuleData,m_specialObjectName,2,0,sole candidate; table vote decided nothing
0x00ca9d70,CollideWeapon,0x8,FireWeaponCollideModuleData,m_collideWeaponTemplate,4,2,
0x00ca9d70,FireOnce,0x24,FireWeaponCollideModuleData,m_fireOnce,4,2,vote picked from TransitionGroup::m_fireOnce
0x00ca9d70,RequiredStatus,0xc,FireWeaponCollideModuleData,m_requiredStatus,4,2,vote picked from DieMuxData::m_requiredStatus|StealthUpdateModuleData::m_requiredStatus
0x00ca9d70,ForbiddenStatus,0x18,FireWeaponCollideModuleData,m_forbiddenStatus,4,2,vote picked from StealthUpdateModuleData::m_forbiddenStatus
0x00caa114,DeleteObjectFilter,0x8,,,0,0,no upstream key
0x00caa4b0,RequiredKindOf,0x8,CrateCollideModuleData,m_kindof,11,10,
