uData	0x810120
RandomFactions 	0x62ad50
RandomMaps 	0x62ad50
TeamSize 	0x62ad50
Desc 	0x62ad50
Name 	0x62ad50
<Ladder 	0x62ad50,0x62c020
*.ini	0x853f10,0x62be40
%sLoTRB4MEOnline\Ladders\	0x62be40
</SpecialLadders>	0x62c020
<SpecialLadders>	0x62c020
</Ladders>	0x62c020
<Ladders>	0x62c020
WOLCustomLobby.wnd:WindowSortBuddies	0x62d810
WOLCustomLobby.wnd:WindowSortPing	0x62d810
WOLCustomLobby.wnd:WindowSortAlpha	0x62d810
WOLCustomLobby.wnd:ButtonSortBuddies	0x62d810
WOLCustomLobby.wnd:ButtonSortPing	0x62d810
WOLCustomLobby.wnd:ButtonSortAlpha	0x62d810
WOLCustomLobby.wnd:ListboxGamesLarge	0x62d810
WOLCustomLobby.wnd:ListboxGames	0x62d810
WOLCustomLobby.wnd:ParentGameListLarge	0x62d810
Password	0x62db90
GUI:UnknownLadder	0x62db90
PatchAccessTest.txt	0x62e8f0
Menus/GameSpyLoginProfile.wnd	0x62ea60
GUI:CanPatchForOnline	0x62ea60
GUI:PatchAvailable	0x62ea60
GUI:MustPatchForOnline	0x62ea60
GUI:MustHaveAdminRights	0x62ea60
GUI:CannotConnectToServservTitle	0x62ea60
GUI:CannotConnectToServserv	0x62ea60
Content-Length	0x87b9c0
ccgenerals	0x62fa20
anonymous	0x62fa20
servserv.generals.ea.com	0x6304a0
GUI:CheckingForPatches	0x6304a0
%04d=%s	0x635d90
quickmatch	0x636650
%ls %d	0x636650
%sLoTRB4MEOnline\Ladders	0x6377d0
%sLoTRB4MEOnline	0x6377d0
\player_%d\%s\pid_%d\%d\team_%d\%d\result_%d\%s\side_%d\%s\auth_%d\%s\authtoken_%d\%s	0x6386f0
desync	0x6386f0
discon	0x6386f0
\seed\%d\hostname\%s\mapname\%s\numplayers\%d\duration\%d\gamemode\exiting\localplayer\%d\ladder\%s	0x6386f0
%10.10d	0x639190
,size=	0x639190
,cash%d=%d,discon%d=%d,side%d=%s	0x639190
,buildingsKilled%d=%d,buildingsLost%d=%d,buildingsBuilt%d=%d	0x639190
,unitsKilled%d=%d,unitsLost%d=%d,unitsBuilt%d=%d	0x639190
,player%d=%s,playerID%d=%d,locale%d=%d	0x639190
,ladderIP=%s,ladderPort=%d	0x639190
seed=%d,slotNum=%d,sawDesync=%d,sawGameEnd=%d,winningTeam=%d,disconEnd=%d,duration=%d,numPlayers=%d,isQM=%d,map=%s	0x639190
SnmpUtilMemFree	0x639e50
SnmpUtilMemAlloc	0x639e50
SnmpExtensionQuery	0x639e50
SnmpExtensionInit	0x639e50
snmpapi.dll	0x639e50
inetmib1.dll	0x639e50
challenge	0x63a750,0x659670
ticket	0x63a750,0x809c60,0x809e40
GP_SEARCH	0x63d210
GP_SEARCH_CONNECTION_FAILED	0x63d210
Unknown error code!	0x63d210
GP_DELPROFILE_LAST_PROFILE	0x63d210
GP_DELBUDDY	0x63d210
GP_DELBUDDY_NOT_BUDDY	0x63d210
GP_DELPROFILE	0x63d210
GP_GETPROFILE_BAD_PROFILE	0x63d210
GP_BM_NOT_BUDDY	0x63d210
GP_GETPROFILE	0x63d210
GP_AUTHADD_BAD_FROM	0x63d210
GP_AUTHADD_BAD_SIG	0x63d210
GP_STATUS	0x63d210
GP_AUTHADD	0x63d210
GP_ADDBUDDY_BAD_NEW	0x63d210
GP_ADDBUDDY_ALREADY_BUDDY	0x63d210
GP_ADDBUDDY_BAD_FROM	0x63d210
GP_UPDATEPRO	0x63d210
GP_UPDATEPRO_BAD_NICK	0x63d210
GP_ADDBUDDY	0x63d210
GP_NEWPROFILE_BAD_OLD_NICK	0x63d210
GP_UPDATEUI_BAD_EMAIL	0x63d210
GP_NEWPROFILE	0x63d210
GP_NEWPROFILE_BAD_NICK	0x63d210
GP_UPDATEUI	0x63d210
GP_NEWUSER_UNIQUENICK_INUSE	0x63d210
GP_NEWUSER	0x63d210
GP_LOGIN_SERVER_AUTH_FAILED	0x63d210
GP_LOGIN_CONNECTION_FAILED	0x63d210
GP_LOGIN_PROFILE_DELETED	0x63d210
GP_LOGIN_BAD_PROFILE	0x63d210
GP_LOGIN_BAD_PASSWORD	0x63d210
GP_LOGIN_BAD_EMAIL	0x63d210
GP_LOGIN_BAD_NICK	0x63d210
GP_LOGIN_TIMEOUT	0x63d210
GP_LOGIN	0x63d210
GP_CONNECTION_CLOSED	0x63d210
GP_FORCED_DISCONNECT	0x63d210
GP_NETWORK	0x63d210
GP_BAD_SESSKEY	0x63d210
GP_NOT_LOGGED_IN	0x63d210
GP_PARSE	0x63d210
GP_GENERAL	0x63d210
bfme.fesl.ea.com	0x63eb00
14744	0x63eb00
en_US	0x63eb00
b_rank2v2	0x64aa70
b_rank1v1	0x64aa70
b_pre	0x64aa70
b_side	0x64aa70
b_points	0x64aa70
b_losses	0x64aa70
b_wins	0x64aa70
b_locale	0x64aa70
Matching	0x64efd0,0x646aa0
Chatting	0x646aa0
hostname	0x648220,0x85e420
We're matched!	0x649180
\roomType	0x649790
peerchat.gamespy.com	0x85f2f0,0x649790
closedplaying	0x649db0
openstaging	0x64cef0,0x85e420,0x64c9e0
MBOT:POOLSIZE	0x649ed0
MBOT:WIDENINGSEARCH	0x64a2e0
MBOT:WORKING	0x64a2e0
MBOT:MATCHED	0x64a2e0
b_lastLadder	0x64aa70
color	0xa98e26,0xa939f5,0xa96b80,0xa8feb4,0xa41d11
losses	0x659670
maxRealPlayers	0x64fb90
numObservers	0x64fb90
numRealPlayers	0x64fb90
ladPort	0x64fb90
pings	0x64fb90
ladIP	0x64fb90
cmdCRC	0x64fb90
iniCRC	0x64fb90
exeCRC	0x64fb90
gamemode	0x85e420
\Maps\	0x64efd0
\CMD\%d	0x64efd0
\INI\%d	0x64efd0
\EXE\%d	0x64efd0
\NAT\%d	0x64efd0
\Color\%d	0x64efd0
\Side\%d	0x64efd0
\IP\%d	0x64efd0
\Pings\%s	0x64efd0
\PingMax\%d	0x64efd0
\NumPlayers\%d	0x64efd0
\DisconMax\%d	0x64efd0
\Discons\%d	0x64efd0
\Points\%d	0x64efd0
\PointsMax\%d	0x64efd0
\PointsMin\%d	0x64efd0
\LadPass\%d	0x64efd0
\LadID\%d	0x64efd0
\Widen\%d	0x64efd0
\CINFO	0x64efd0
GameSpyQRPort	0x64fb90
username	0x64fb90,0x866110,0x8659c0
color_	0x64fb90
faction_	0x64fb90
losses_	0x64fb90
wins_	0x64fb90
name_	0x64fb90
\gamesOn2_2_Ladder\%d	0x655360
\gamesOn1_1_Ladder\%d	0x655360
\dateCreated\%s	0x655360
\lastLadderPlayed\%s	0x655360
\best2v2LadderRank\%d	0x655360
\best1v1LadderRank\%d	0x655360
\DSRowMax\%d	0x655360
\DSRow\%d	0x655360
\DCRowMax\%d	0x655360
\DCRow\%d	0x655360
\LossRowMax\%d	0x655360
\LossRow\%d	0x655360
\WinRowMax\%d	0x655360
\WinRow\%d	0x655360
\battle\%d	0x655360
\challenge\%d	0x655360
\genInRow\%d	0x655360
\lastSide\%d	0x655360
\fps\%g	0x655360
\systemSpec\%s	0x655360
\options\%s	0x655360
\random\%d	0x655360
\locale\%d	0x655360
\bestWinStreaks%d\%d	0x655360
\worstLossStreaks%d\%d	0x655360
\currentLossStreaks%d\%d	0x655360
\currentWinStreaks%d\%d	0x655360
\QMGames%d\%d	0x655360
\customGames%d\%d	0x655360
\gamesOf8p%d\%d	0x655360
\gamesOf7p%d\%d	0x655360
\gamesOf6p%d\%d	0x655360
\gamesOf5p%d\%d	0x655360
\gamesOf4p%d\%d	0x655360
\gamesOf3p%d\%d	0x655360
\gamesOf2p%d\%d	0x655360
\surrenders%d\%d	0x655360
\desyncs%d\%d	0x655360
\discons%d\%d	0x655360
\earnings%d\%d	0x655360
\buildingsBuilt%d\%d	0x655360
\buildingsLost%d\%d	0x655360
\buildingsKilled%d\%d	0x655360
\unitsBuilt%d\%d	0x655360
\unitsLost%d\%d	0x655360
\unitsKilled%d\%d	0x655360
\duration%d\%d	0x655360
\games%d\%d	0x655360
\losses%d\%d	0x655360
\wins%d\%d	0x655360
gamesOn2_2_Ladder	0x659670
gamesOn1_1_Ladder	0x659670
dateCreated	0x659670
lastLadderPlayed	0x659670
best2v2LadderRank	0x659670
best1v1LadderRank	0x659670
DCRowMax	0x659670
DCRow	0x659670
DSRowMax	0x659670
DSRow	0x659670
LossRowMax	0x659670
LossRow	0x659670
WinRowMax	0x659670
WinRow	0x659670
battle	0x659670
genInRow	0x659670
lastSide	0x659670
systemSpec	0x659670
options	0x659670
random	0x659670,0x8bf100
locale	0x659670,0x7f1220,0x7f14b0,0x7f0d40,0x7f4240
bestWinStreaks	0x659670
worstLossStreaks	0x659670
currentLossStreaks	0x659670
currentWinStreaks	0x659670
QMGames	0x659670
customGames	0x659670
gamesOf8p	0x659670
gamesOf7p	0x659670
gamesOf6p	0x659670
gamesOf5p	0x659670
gamesOf4p	0x659670
gamesOf3p	0x659670
gamesOf2p	0x659670
surrenders	0x659670
desyncs	0x659670
discons	0x659670
earnings	0x659670
buildingsBuilt	0x659670
buildingsLost	0x659670
buildingsKilled	0x659670
unitsBuilt	0x659670
unitsLost	0x659670
unitsKilled	0x659670
duration	0x659670
games	0x659670
last week	0x65b500
all time	0x65b500
yesterday	0x65b500
today	0x65b500
http://lotrbfme.arenasdk.gamespy.com/ladderstats.sdk?ladderid=25911&action=COUNT	0x65bd40
http://lotrbfme.arenasdk.gamespy.com/ladderstats.sdk?ladderid=25909&action=COUNT	0x65bd40
http://lotrbfme.arenasdk.gamespy.com/ladderrank.sdk?ladderid=25909,25911&profileid=%d	0x65be50
http://gamestats.gamespy.com/lotrbfme/display.html	0x65bf40
IcmpSendEcho	0x65e570
IcmpCloseHandle	0x65e570
IcmpCreateFile	0x65e570
ICMP.DLL	0x65e570
%2.2X	0x65f590
%d(%d)	0x664680
sendFile	0x66a170,0x666a10
Not sending file '%hs' to %X 	0x66a170,0x666a10
NULLGAME	0x66ab30
MapTransfer:Sending	0x66ce60
MapTransfer:Done	0x66ce60
MapTransfer:Recieving	0x66ce60
MapTransfer:Preparing	0x66ce60
%s\%s.tga	0x66d6a0
%s\%s_art.tga	0x66d820
%s\%s_pic.tga	0x66d9a0
%s\assetusage.txt	0x66de50
%s\readme.txt	0x66df60
PROBE%d	0x671020
PROBED%d	0x671100
CONNDONE%d %d	0x6712e0
CONNFAILED%d	0x6715c0
PORT%d %d %08X	0x6721d0,0x6718a0
%d %X	0x671f90
CONNFAILED	0x671f90
%d %d 	0x671f90
CONNDONE	0x671f90
PROBED	0x671f90
PROBE	0x6721d0
KEEPALIVE	0x6721d0
%s, frame=%d, player=%d	0x6747c0
%s, frame=%d, player=%d, id=%d	0x6747c0
%s, logicFrame=%d, clientFrame=%d, totalCommands=%d	0x674940
GameMessage:%s, frame=%d, player=%d, id=%d	0x674b30
%s, commandID=%d, originalPlayer=%d, originalExecFrame=%d	0x674c30,0x674d20,0x674e10
%s, leavingPlayer=%d	0x674f00
%s, destroyPlayer=%d	0x674ff0
%s, leavePlayer=%d playerLeaveFrame=%d	0x6756e0
%s, leavePlayer=%d	0x6757d0
%s, startFrame=%d endFrame=%d	0x6758c0
%s, challenge=%s	0x675a80
%s, authToken=%s, authKey=%s	0x675d40
%s, relay=0x%X	0x676290
NETCOMMANDTYPE_DISCONNECTSCREENOFF	0x682ff0
NETCOMMANDTYPE_DISCONNECTFRAME	0x682ff0
NETCOMMANDTYPE_FILEPROGRESS	0x682ff0
NETCOMMANDTYPE_FILEANNOUNCE	0x682ff0
NETCOMMANDTYPE_FILE	0x682ff0
NETCOMMANDTYPE_WRAPPER	0x682ff0
NETCOMMANDTYPE_TIMEOUTSTART	0x682ff0
NETCOMMANDTYPE_LOADCOMPLETE	0x682ff0
NETCOMMANDTYPE_PROGRESS	0x682ff0
NETCOMMANDTYPE_DISCONNECTVOTE	0x682ff0
NETCOMMANDTYPE_DISCONNECTPLAYER	0x682ff0
NETCOMMANDTYPE_DISCONNECTKEEPALIVE	0x682ff0
NETCOMMANDTYPE_CHAT	0x682ff0
NETCOMMANDTYPE_DISCONNECTCHAT	0x682ff0
NETCOMMANDTYPE_KEEPALIVE	0x682ff0
NETCOMMANDTYPE_ACKSTAGE2	0x682ff0
NETCOMMANDTYPE_ACKSTAGE1	0x682ff0
NETCOMMANDTYPE_ACKBOTH	0x682ff0
NETCOMMANDTYPE_DESTROYPLAYER	0x682ff0
NETCOMMANDTYPE_REQUESTPLAYERLEAVE	0x682ff0
NETCOMMANDTYPE_REQUESTFRAMEDATA	0x682ff0
NETCOMMANDTYPE_INFORMPLAYERLEAVEFRAME	0x682ff0
NETCOMMANDTYPE_PLAYERLEAVE	0x682ff0
NETCOMMANDTYPE_GAMECOMMAND	0x682ff0
NETCOMMANDTYPE_GAMESPY_STATS_AUTHKEY	0x682ff0
NETCOMMANDTYPE_REQUEST_GAMESPY_STATS_AUTHKEY	0x682ff0
NETCOMMANDTYPE_FRAMEINFO	0x682ff0
Unknown Message type %d	0x685910
LAN:PlayerDropped	0x6870f0
LAN:HostNotResponding	0x6870f0
HELLO	0x689f00,0x6870f0
Host=%s	0x6870f0
User=%s	0x6870f0
%8.8X%8.8X	0x687e90
LAN:ErrorUnknown	0x688b50
WOL:ChatErrorSerialDup	0x688b50
LAN:ErrorBusy	0x688b50
LAN:ErrorGameGone	0x688b50
LAN:ErrorGameExists	0x688b50
LAN:ErrorGameStarted	0x688b50
LAN:ErrorCRCMismatch	0x688b50
LAN:ErrorDuplicateName	0x688b50
LAN:ErrorGameFull	0x688b50
LAN:ErrorTimeout	0x688b50
LAN:OK	0x688b50
<Munkee>	0x68c400
<Unknown %d>	0x691330
Unexpected compression type in '	0x694230
Missing Audio File: '	0x694230
LOTRMilesAudioManagerMutex	0x6b0e00
Creative Labs EAX 3 (TM)	0x6b1e60,0x6b0630,0x6a9910
Dolby Surround	0x6b0630,0x6a9910
Miles Fast 2D Positional Audio	0x6a9910
Padded Cell	0x6a83f0,0x6a16b0,0x69d240
AudioAffect	0x6b4d30
AudioViewType	0x6b4d30
AudioViewTypeBits	0x6b4d30
MusicSystem	0x6b4d30
Mono Delay Filter	0x696150
Music.big	0x69d0a0,0x6ba610
  To remove this message, go to options.ini and change the line UseEAX3For3DAudio=1 to UseEAX3For3DAudio=0	0x6a9910
You do not have an EAX3-enabled sound card. Switching to software support.  Error code: 	0x6a9910
false	0x7f96c0,0x7fffd0,0x8bf100,0x7f1400,0x7f04b0,0x997200,0x7ea590,0x7ea550,0x8099a0,0x8897c0,0x7e8760,0x8af650,0x6ad9b0,0xa43b2b,0x803110,0xa81d7c,0x800040,0x800170,0x8003f0,0x800460,0x800a40,0x7f94d0
AllowAudioReinitialize	0x6ad9b0
F:\bfme\Code\gameenginedevice\Source\MilesAudioDevice\MilesAudioManager.cpp	0x6ae2c0
SubTitle	0x6af840
DIALOGEVENT:	0x6af840
Map must be empty on load	0x6b0850
std::map	0x6b0850
 failed 	0x6b1690
Attempt to open streaming music file 	0x6b1690
Mono Delay Mix	0x6b1b40
Mono Delay	0x6b1b40
Mono Delay Time	0x6b1b40
Stereo WAVE file listed for 3D sound 	0x6b7e70,0x6b4090
AUDIO: Sample rate mismatch. When two .wav files are played with no delay between them, they must both have the exact same samples/second. (Error appears in AudioEvent '	0x6b5a80
'. .WAV is '	0x6b5a80
AUDIO: Bit depth mismatch. When two .wav files are played with no delay between them, they must both have the exact same bits/sample. (Error appears in AudioEvent '	0x6b5a80
: open failed	0x6b69f0
Could not start streaming ambient audio file 	0x6b69f0
3D Loop Callback system could not initialize. 3D Looping sounds will not work.	0x6b78d0
reinitializeAudioSystem: internal xfer load failed: 	0x6b7ccf
reinitializeAudioSystem: internal xfer save failed: 	0x6b7b9b
GUI:InsertCDPrompt	0x6b8220
GUI:InsertCDMessage	0x6b8220
Data\INI\MiscAudio.ini	0x6b8220
Data\INI\AmbientStream.ini	0x6b8220
Data\INI\Voice.ini	0x6b8220
Data\INI\Speech.ini	0x6b8220
Data\INI\SoundEffects.ini	0x6b8220
Data\INI\Music.ini	0x6b8220
Data\INI\Default\AmbientStream.ini	0x6b8220
Data\INI\Default\Voice.ini	0x6b8220
Data\INI\Default\SoundEffects.ini	0x6b8220
Data\INI\Default\Speech.ini	0x6b8220
Data\INI\Default\Music.ini	0x6b8220
Data\INI\AudioSettings.ini	0x6b8220
. This will probably crash the game!	0x6ba340
Attempting to close OpenAudioFile with an open count of 	0x6ba340
data\cursors\%s.%s	0x6bc360
data\cursors\%s%d.%s	0x6bc360
W3DRenderObjectSnapshot	0x6bce00
W3DStreakDraw	0x6bffe0,0x77d5c0,0x77d620
W3DBuffDraw	0x6bffe0
W3DLightDraw	0x6bffe0,0x7586f0
W3DPropDraw	0x6bffe0
W3DFloorDraw	0x6bffe0
W3DTreeDraw	0x6bffe0
W3DTankDraw	0x6bffe0,0x77eff0
W3DTruckDraw	0x6bffe0,0x77fce0
W3DSupplyDraw	0x6bffe0,0x77dc20
W3DRopeDraw	0x6bffe0
W3DQuadrupedDraw	0x6bffe0,0x7597b0
W3DLaserDraw	0x6bffe0
W3DHordeModelDraw	0x6bffe0,0x751de0
W3DScriptedModelDraw	0x6bffe0
W3DDebrisDraw	0x6bffe0,0x750640
DX8 error 	0x7b93e0,0x91f160,0x91f240,0x91e0c0,0x91dd70,0x91de90,0x91de10,0x8fdfd0,0x91df50,0x91d0a0,0x91d020,0x91d4e0,0x91d410,0x8fc830,0x8fcab0,0x91cef0,0x91ce50,0x8fce00,0x8fcf40,0x91cf70,0x71c470,0x8fc5c0,0x8fc660,0x8fc7d0,0x8fc710,0x732b00,0x6f7400,0x6d60d0,0x6d5b10,0x6d53a0,0x6d5750,0x6ea890,0x908fe0,0x70ea90,0x90d860,0x90ddc0,0x90cd00,0x6c3500,0x904be0
PingAttack	0x6c1c10
PingBeacon	0x6c1c40
PingGeneric	0x6c1c70
PingInformation	0x6c1ca0
PingUpgrade	0x6c1cd0
RadarEvent	0x6c3170
UNNAMED	0x6cf2f0
BaseHeightMapRenderObjClass	0x6cfa40
TSElvenMed.tga	0x6cfae0
TSTaintMed.tga	0x6cfae0
TSNoiseUrb.tga	0x6cfae0
TSCloudMed.tga	0x6cfae0
exscorch01.tga	0x6d65b0,0x6d0590
TBRedBib.tga	0x6d73c0
TBBib.tga	0x6d73c0
MeshMatDescClass::UV	0x6d7bb0,0x92a560
.BRIDGE_RIGHT	0x6d8c10
.BRIDGE_SPAN	0x6d8c10
.BRIDGE_LEFT	0x6d8c10
BRIDGESECTIONAL	0x6d8c10
Index out of range in SubTitleManager::GetText().	0x6ed3d0
Index out of range in SubTitleManager::SetDisplayedStats().	0x6ed470
Index out of range in SubTitleManager::GetColor().	0x6ed4f0
FixedSys	0x6f2cc0,0x6f0300,0x6ee800
%s%.4d.bmp	0x6edf00
sshot	0x6edf00
 -- Defeated on frame %d	0x6ee800
 -- Defeated on frame %d (OBSERVING)	0x6ee800
SequentialBuffers: 	0x6f0300,0x6ee800
No Run Ahead	0x6ee800
 -- Victorious on frame %d	0x6ee800
Player %d(%S) is active	0x6ee800
Player %d(%S) is on frame#: %d (%d)	0x6ee800
Player %d(%S) is on frame#: %d (%d) -- NETWORK SIGNAL FLATLINED (WAITING...)	0x6ee800
AIPlayer %d(%S)	0x6ee800
Player %d(%S) quit gracefully on frame %d	0x6ee800
Player %d(%S) was voted out on frame %d	0x6ee800
Total # of times we've hit the run-ahead ceiling: %d times within %d frames	0x6ee800
Frames behind the packet router: %d	0x6ee800
---- Other machine (Slot %d:%S) is the packet router ----	0x6ee800
Frame: %d	0x6f0300,0x6ee800
**** I (Slot %d:%S) am the packet router ****	0x6ee800
Bandwidth OUT: %.2f bytes/sec, %.2f packets/sec	0x6ee800
Bandwidth IN: %.2f bytes/sec, %.2f packets/sec	0x6ee800
Frame: %d -- exeCRC=%d, iniCRC=%d, cmdCRC=%d	0x6ee800
, TSlept:%02d:%02d:%02d, Total:%02d:%02d:%02d	0x6ee800
FPS:%2.2f (%3d%% max) FPSLimit:NA, SCALAR:%1.2f, FSkipped:%d, Slept:%02dms, Delta:%02dms	0x6ee800
FPS:%2.2f (%3d%% max) FPSLimit:%d, SCALAR:%1.2f, FSkipped:%d, Slept:%02dms, Delta:%02dms	0x6ee800
 AIStateType: 	0x6f0300
 Status: 	0x6f0300
 ModelFlags: 	0x6f0300
Select Info: '%S'(%S)[%d][%d] at (%.3f,%.3f,%.3f) groundZ@pos: %.3f Health: %.3f	0x6f0300
No-Name	0x6f0300
Select Info: '%d' drawables selected	0x6f0300
Objects: %d in world, %d being displayed, %d owned by local player	0x6f0300
Particles: %d in world, %d being displayed	0x6f0300
Mouse position: screen: (%d, %d), world: (%g, %g, %g)	0x6f0300
Level %d. 	0x6f0300
Ctrl(	0x6f0300
Shift(	0x6f0300
States: 	0x6f0300
Camera zoom: %g, pitch: %g/%g, yaw: %g, pos: %g, %g, %g, FOV: %g        Height above ground: %g Terrain height: %g	0x6f0300
3-Way Blends: %d, Shoreline Blends: %d	0x6f0300
Video RAM: %d	0x6f0300
Campaign AI: %d	0x6f0300
CmdPoints Total:%d, Used:%d (allies:%d), Available:%d (allies:%d)	0x6f0300
Models w/ shareable skins: %d, groups: %d, avg models/group: %.2f	0x6f0300
Polygons: per frame %d, per second %d	0x6f0300
, DEBUG D3D	0x6f0300
LoadDebugRuntime	0x6f0300
Software\Microsoft\Direct3d	0x6f0300
FPS: %.2f	0x6f0300
, FPSLock %d	0x6f0300
FPS: %.2f, %.2fms draws: %.2f skins: %.2f(%.2f) sort %.2f	0x6f0300
Delta ModelConditions: n/a	0x6f2cc0
OLD Delta ConditionFlags: (%S) 	0x6f2cc0
OLD Animation: %S	0x6f2cc0
OLD Frame %d-%d: %S	0x6f2cc0
OLDEST ModelConditionFlags: (%S) 	0x6f2cc0
OLDEST Animation: %S	0x6f2cc0
OLDEST Frame %d-%d: %S	0x6f2cc0
CURRENT Delta ConditionFlags: %S 	0x6f2cc0
CURRENT ModelConditionFlags: (%S)	0x6f2cc0
No blend in progress	0x6f2cc0
Blending To: %S	0x6f2cc0
CURRENT Animation: Doesn't have one!	0x6f2cc0
CURRENT Animation: %S	0x6f2cc0
Blending From: %S	0x6f2cc0
SubObject Statii: (%S)	0x6f2cc0
CURRENT Frame: %d	0x6f2cc0
Weapon: n/a	0x6f2cc0
Weapon: %S(%S), NextShot:%d(%d%%), Status:%S	0x6f2cc0
POTENTIAL DESYNC: Forced into EnterLogic State. (W3DDisplay::gatherAnimationDebuggingInfo)	0x6f2cc0
 -- release by Shift+mousing over any object	0x6f2cc0
LOCKED Object: %S (ID:%d) %S	0x6f2cc0
ANIMATION STATE DEBUGGER: History based on %S changes. (shift+w toggles)	0x6f2cc0
LABEL:FORMATION	0x6f5890
data/editor/molds/%s	0x6f63b0
%sTextures/	0x6f63b0
%sW3D/	0x6f63b0
../TestArt/	0x6f63b0
Art/Textures/	0x6f63b0
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\W3DFXParticleSystem.cpp	0x6fa9b0
W_Arrow	0x6fc0d0
livingworld.txt	0x6ff160
LM_SunRays	0x6ff160
%s%04d.tga	0x701330
%s.tga	0x701330
RTS2DScene	0x712590
RTS3DScene	0x712f60
Failed to create shader  	0x7188b0,0x718a10,0x718b70
Failed to allocate memory to load shader  	0x7188b0,0x718a10,0x718b70
Could not find file  	0x7188b0,0x718a10,0x718b70
shaders\Glow.pso	0x718e90
shaders\Glow.vso	0x718e90
exmask_ci.tga	0x71a730
darkcloud.tga	0x71a730
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\W3DShrubBuffer.cpp	0x71c0e0,0x720d10
shaders\Shrubs_darken.vso	0x71c470
shaders\Trees.pso	0x71c470,0x732b00
shaders\Trees.vso	0x71c470,0x732b00
Combined shrub shadow texture is bigger than 1024x1024. This will cause errors and significant slowdown on most graphics cards and has to be fixed!	0x71daf0
Combined shrub texture is bigger than 1024x1024. This will cause errors and significant slowdown on most graphics cards and has to be fixed!	0x71daf0
W3DToppleState	0x7371d0
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\W3DTreeBuffer.cpp	0x732500,0x736b60
shaders\Trees_lighten.vso	0x732b00
shaders\Trees_darken.vso	0x732b00
Combined tree shadow texture is bigger than 1024x1024. This will cause errors and significant slowdown on most graphics cards and has to be fixed!	0x7348a0
Combined tree texture is bigger than 1024x1024. This will cause errors and significant slowdown on most graphics cards and has to be fixed!	0x7348a0
W3DView	0x742700
EXLaser.tga	0x7468b0
SCMoveHintSml	0x7468b0
NamedCameras	0x74a590
GlobalLighting	0x74a680,0x748860
BlendTileData	0x74a4a0
Unsupported format for terrain texture	0x74c4f0
Base tex height %d 	0x74cfa0
(NULL)	0x755f70,0x754970
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\Drawable\W3DHordeModelDraw.cpp	0x752f40
Expected LOW, MEDIUM, or HIGH	0x753930
medium	0x753930
Specular	0xa5828a
Diffuse	0xa5828a
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\Drawable\W3DPoliceCarDraw.cpp	0x758ce0
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\Drawable\W3DRopeDraw.cpp	0x75a990
MANUAL	0x78a490
F:\bfme\Code\gameenginedevice\Source\W3DDevice\GameClient\Drawable\W3DScriptedModelDraw.cpp	0x75f0e0,0x75ce50,0x765fb0,0x777b50,0x777d10
%s%02d	0x77ddf0,0x775760,0x76f9e0,0x76d850
+Perm:%s	0x767fb0
-Perm:%s	0x767fb0
Could not find model '	0x769720
' for attachable submodel in 	0x769720
Could not find bone '	0x769720
 but it's not there. This is either an art error (missing bone) or a design error (INI references the wrong bone). 	0x76dcc0
' is needed in model 	0x76dcc0
A bone named '	0x76dcc0
 not found. 	0x76dcc0
Animation 	0x76dcc0
ASSET ERROR: Model %s not found! 	0x76dcc0
PersistID	0x76e4f0
Persist	0x76e4f0
*** ASSET ERROR: all draw modules must have a default model state	0x76e7f0
(ModelState and AnimState info not available in release)	0x76ebe0
%s %d/%d frames(%.1fs), AnimMode:%s, BlendTime:%d	0x76ebe0
. Please add this model for horde performance reasons.	0x7739f0
 but doesn't exist, so using regular model 	0x7739f0
 requires low detail model 	0x7739f0
 MISSING: Model 	0x7739f0
 does not have StaticModelLODMode = Yes entry... Please correct this. Still attempting low detail use.	0x7739f0
 INI setting required: Model 	0x7739f0
ladder	0x774e70
FrameStop	0x7764e0
FrameStep	0x7764e0
 not found in drawable 	0x778590
ASSET ERROR: Model 	0x778590
*** ASSET ERROR: duplicate condition states are not currently allowed (%s)	0x77c860
*** ASSET ERROR: when not using DefaultConditionState, the first ConditionState must be for NONE (%s)	0x77c860
*** ASSET ERROR: you may not specify both a Default state and a Conditions=None state	0x77c860
*** ASSET ERROR: you must specify a model name	0x77c860
*** ASSET ERROR: when using DefaultConditionState, it must be the first state listed (%s) 	0x77c860
*** ASSET ERROR: unknown keyword	0x77c860
*** ASSET ERROR: you may have only one default state!	0x77c860
<DefaultEmptyIdleAnimationState>	0x77cde0
TrackDebrisDirtRight	0x77ea70
TrackDebrisDirtLeft	0x77ea70
Missing cab bone %s in model %s 	0x780170
Missing secondary mid-mid-right tire bone %s in model %s 	0x780170
Missing secondary mid-mid-left tire bone %s in model %s 	0x780170
Missing secondary rear-left tire bone %s in model %s 	0x780170
Missing secondary front-right tire bone %s in model %s 	0x780170
Missing secondary front-left tire bone %s in model %s 	0x780170
Missing mid-mid-right tire bone %s in model %s 	0x780170
Missing mid-mid-left tire bone %s in model %s 	0x780170
Missing mid-rear-right tire bone %s in model %s 	0x780170
