file_offset	va	entries	verdict	identifier_share	nul_terminated	dwords_if_bitflags	first_name	last_name	names
0x00eb1ec8	0x012b1ec8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb2138	0x012b2138	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb2488	0x012b2488	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb2790	0x012b2790	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb2a80	0x012b2a80	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb3270	0x012b3270	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb3428	0x012b3428	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb3630	0x012b3630	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb37c8	0x012b37c8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb3858	0x012b3858	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb39f8	0x012b39f8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb3ac0	0x012b3ac0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb3b98	0x012b3b98	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4040	0x012b4040	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb40b0	0x012b40b0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4258	0x012b4258	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4328	0x012b4328	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4500	0x012b4500	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4608	0x012b4608	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4968	0x012b4968	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb4f10	0x012b4f10	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb5460	0x012b5460	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb6168	0x012b6168	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb62b0	0x012b62b0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb6388	0x012b6388	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb6670	0x012b6670	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb8218	0x012b8218	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb8760	0x012b8760	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eba9d0	0x012ba9d0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ea73e4	0x012a73e4	17	NAME_TABLE	1.0	yes	1	VeryLow	K7	VeryLow Low Medium High UltraHigh Custom VeryLow Low Medium High VeryHigh Low High XX P3 P4 K7
0x00ea7098	0x012a7098	16	NAME_TABLE	1.0	yes	1	SWORD_SLASH	UNDEFINED	SWORD_SLASH WITCH_KING_MORGUL_BLADE REFLECTED GOOD_ARROW_PIERCE EVIL_ARROW_PIERCE SMALL_ROCK BIG_ROCK CLUBBING FLAME MAGIC BALROG_SWORD BALROG_WHIP ELECTRIC GIMLI_LEAP STRUCTURAL UNDEFINED
0x00eac3c8	0x012ac3c8	16	NAME_TABLE	1.0	yes	1	NONE	OBSOLETE	NONE STRUCTURE UNIT SHRUBBERY MISC_MAN_MADE MISC_NATURAL DEBRIS SYSTEM AUDIO TEST FOR_REVIEW ROAD WAYPOINT EMITTERS SCORCH OBSOLETE
0x00eac510	0x012ac510	16	NAME_TABLE	1.0	yes	1	UNSPECIFIED	BUFF	UNSPECIFIED HORDE_UNIT CHARACTER_UNIT CAVALRY_UNIT MEDIUM_MONSTER LARGE_MONSTER PROP CIV_BUILDING WALL_PIECE FACTION_BUILDING LANDMARK_BUILDING GROUND_COVER BUSH TREE MACHINE BUFF
0x00ead300	0x012ad300	16	NAME_TABLE	1.0	yes	1	SWORD_SLASH	UNDEFINED	SWORD_SLASH WITCH_KING_MORGUL_BLADE REFLECTED GOOD_ARROW_PIERCE EVIL_ARROW_PIERCE SMALL_ROCK BIG_ROCK CLUBBING FLAME MAGIC BALROG_SWORD BALROG_WHIP ELECTRIC GIMLI_LEAP STRUCTURAL UNDEFINED
0x00eb33e0	0x012b33e0	16	NAME_TABLE	1.0	yes	1	SWORD_SLASH	UNDEFINED	SWORD_SLASH WITCH_KING_MORGUL_BLADE REFLECTED GOOD_ARROW_PIERCE EVIL_ARROW_PIERCE SMALL_ROCK BIG_ROCK CLUBBING FLAME MAGIC BALROG_SWORD BALROG_WHIP ELECTRIC GIMLI_LEAP STRUCTURAL UNDEFINED
0x00eb3510	0x012b3510	16	NAME_TABLE	1.0	yes	1	SWORD_SLASH	UNDEFINED	SWORD_SLASH WITCH_KING_MORGUL_BLADE REFLECTED GOOD_ARROW_PIERCE EVIL_ARROW_PIERCE SMALL_ROCK BIG_ROCK CLUBBING FLAME MAGIC BALROG_SWORD BALROG_WHIP ELECTRIC GIMLI_LEAP STRUCTURAL UNDEFINED
0x00eb5a68	0x012b5a68	16	NAME_TABLE	1.0	yes	1	PUSHBUTTON	COMBOBOX	PUSHBUTTON RADIOBUTTON CHECKBOX VERTSLIDER HORZSLIDER SCROLLLISTBOX ENTRYFIELD STATICTEXT PROGRESSBAR USER MOUSETRACK ANIMATED TABSTOP TABCONTROL TABPANE COMBOBOX
0x00ead164	0x012ad164	15	NAME_TABLE	1.0	no	1	LIKE_EXISTING	SPAWN_AROUND	LIKE_EXISTING ON_GROUND_ALIGNED SEND_IT_FLYING SEND_IT_UP SEND_IT_OUT RANDOM_FORCE FLOATING INHERIT_VELOCITY FORWARD_IMPACT REVERSE_IMPACT BUILDING_CHUNKS FADE_AND_DIE_ORNAMENT ANIMATED SET_ANGLE SPAWN_AROUND
0x00eacf84	0x012acf84	14	NAME_TABLE	1.0	yes	1	NO_FORMATION	UNUSED	NO_FORMATION CAVALRY1 CAVALRY2 CAVALRY3 MELEE1 MELEE2 MELEE3 RANGED1 RANGED2 RANGED3 ARTILLERY1 ARTILLERY2 ARTILLERY3 UNUSED
0x00eb1220	0x012b1220	14	NAME_TABLE	1.0	yes	1	SET_NORMAL	SET_COMBO3	SET_NORMAL SET_NORMAL_UPGRADED SET_FREEFALL SET_WANDER SET_PANIC SET_TAXIING SET_SUPERSONIC SET_MOUNTED SET_ENRAGED SET_SCARED SET_CONTAINED SET_COMBO SET_COMBO2 SET_COMBO3
0x00eb4f5c	0x012b4f5c	14	NAME_TABLE	1.0	yes	1	DefaultHeal	CarBomb	DefaultHeal StructureHeal VehicleHeal Demoralized_OBSOLETE BombTimed BombRemote Disabled BattlePlanIcon_Bombard BattlePlanIcon_HoldTheLine BattlePlanIcon_SeekAndDestroy Emoticon Enthusiastic Subliminal CarBomb
0x00eac304	0x012ac304	13	NAME_TABLE	1.0	yes	1	SHADOW_DECAL	SHADOW_MERGE_DECAL	SHADOW_DECAL SHADOW_VOLUME SHADOW_VOLUME_NEW SHADOW_DYNAMIC_PROJECTION SHADOW_DIRECTIONAL_PROJECTION SHADOW_ALPHA_DECAL SHADOW_ADDITIVE_DECAL SHADOW_VOLUME_NON_SELF_1 SHADOW_VOLUME_NON_SELF_2 SHADOW_VOLUME_NON_SELF_3 SHADOW_ALPHA_DECAL_DYNAMIC SHADOW_ADDITIVE_DECAL_DYNAMIC SHADOW_MERGE_DECAL
0x00ead114	0x012ad114	13	NAME_TABLE	1.0	yes	1	SHADOW_DECAL	SHADOW_MERGE_DECAL	SHADOW_DECAL SHADOW_VOLUME SHADOW_VOLUME_NEW SHADOW_DYNAMIC_PROJECTION SHADOW_DIRECTIONAL_PROJECTION SHADOW_ALPHA_DECAL SHADOW_ADDITIVE_DECAL SHADOW_VOLUME_NON_SELF_1 SHADOW_VOLUME_NON_SELF_2 SHADOW_VOLUME_NON_SELF_3 SHADOW_ALPHA_DECAL_DYNAMIC SHADOW_ADDITIVE_DECAL_DYNAMIC SHADOW_MERGE_DECAL
0x00eb5424	0x012b5424	13	NAME_TABLE	1.0	yes	1	SHADOW_DECAL	SHADOW_MERGE_DECAL	SHADOW_DECAL SHADOW_VOLUME SHADOW_VOLUME_NEW SHADOW_DYNAMIC_PROJECTION SHADOW_DIRECTIONAL_PROJECTION SHADOW_ALPHA_DECAL SHADOW_ADDITIVE_DECAL SHADOW_VOLUME_NON_SELF_1 SHADOW_VOLUME_NON_SELF_2 SHADOW_VOLUME_NON_SELF_3 SHADOW_ALPHA_DECAL_DYNAMIC SHADOW_ADDITIVE_DECAL_DYNAMIC SHADOW_MERGE_DECAL
0x00eb55d8	0x012b55d8	13	NAME_TABLE	1.0	yes	1	SHADOW_DECAL	SHADOW_MERGE_DECAL	SHADOW_DECAL SHADOW_VOLUME SHADOW_VOLUME_NEW SHADOW_DYNAMIC_PROJECTION SHADOW_DIRECTIONAL_PROJECTION SHADOW_ALPHA_DECAL SHADOW_ADDITIVE_DECAL SHADOW_VOLUME_NON_SELF_1 SHADOW_VOLUME_NON_SELF_2 SHADOW_VOLUME_NON_SELF_3 SHADOW_ALPHA_DECAL_DYNAMIC SHADOW_ADDITIVE_DECAL_DYNAMIC SHADOW_MERGE_DECAL
0x00ebb584	0x012bb584	13	NAME_TABLE	1.0	yes	1	SHADOW_DECAL	SHADOW_MERGE_DECAL	SHADOW_DECAL SHADOW_VOLUME SHADOW_VOLUME_NEW SHADOW_DYNAMIC_PROJECTION SHADOW_DIRECTIONAL_PROJECTION SHADOW_ALPHA_DECAL SHADOW_ADDITIVE_DECAL SHADOW_VOLUME_NON_SELF_1 SHADOW_VOLUME_NON_SELF_2 SHADOW_VOLUME_NON_SELF_3 SHADOW_ALPHA_DECAL_DYNAMIC SHADOW_ADDITIVE_DECAL_DYNAMIC SHADOW_MERGE_DECAL
0x00ea742c	0x012a742c	12	NAME_TABLE	1.0	yes	1	XX	R400	XX GF2 R100 PS11 GFXB GF3 R200 GF4 PS14 PS20 R300 R400
0x00ee4198	0x012e4198	12	NAME_TABLE	1.0	yes	1	tex1D	FRAGMENT	tex1D tex2D tex3D texCUBE bias proj UNKNOWN COLOR DEPTH TEXCOORD VOID FRAGMENT
0x00ea68d8	0x012a68d8	11	NAME_TABLE	1.0	yes	1	VETERAN	AS_TOWER	VETERAN ELITE HERO PLAYER_UPGRADE WEAK_VERSUS_BASEDEFENSES ALTERNATE_FORMATION MOUNTED PLAYER_UPGRADE_2 PLAYER_UPGRADE_3 UNBESIEGEABLE AS_TOWER
0x00ea8234	0x012a8234	11	NAME_TABLE	1.0	yes	1	UI	DEFAULT	UI WORLD SHROUDED GLOBAL VOICE PLAYER ALLIES ENEMIES EVERYONE FAKE DEFAULT
0x00ea9200	0x012a9200	11	NAME_TABLE	1.0	yes	1	DEFAULT	DISABLED_SCRIPT_UNDERPOWERED	DEFAULT DISABLED_UNUSED DISABLED_EMP DISABLED_HELD DISABLED_PARALYZED DISABLED_UNMANNED DISABLED_UNDERPOWERED DISABLED_FREEFALL DISABLED_TEMPORARILY_BUSY DISABLED_SCRIPT_DISABLED DISABLED_SCRIPT_UNDERPOWERED
0x00ead47c	0x012ad47c	11	NAME_TABLE	1.0	yes	1	ALLIES	MONSTERS	ALLIES ENEMIES NEUTRAL STRUCTURES SHRUBBERY PROJECTILES WALLS SMALL_MISSILES BALLISTIC_MISSILES CONTROLLED_STRUCTURES MONSTERS
0x00eb400c	0x012b400c	11	NAME_TABLE	1.0	yes	1	NONE	LEFT_DESTROYED	NONE DISABLED IRRADIATED POISONED FRENZY FRENZY_ALWAYS_ONUSER_SPECIFIED NONE FRONT_DESTROYED RIGHT_DESTROYED BACK_DESTROYED LEFT_DESTROYED
0x00eb7f9c	0x012b7f9c	11	NAME_TABLE	1.0	no	1	NumOfPlayers	NumberFormatter	NumOfPlayers ShowSaveReplay ShowCampaign ScoreGrandTotal heroVetCount unitsVetCount PlayerFaction numberOfObjectives ShowVictory objectivesPerScore NumberFormatter
0x00ec6fe8	0x012c6fe8	11	UNCERTAIN	0.0	no	1	Iterators used in expression are from different owners	Size of block passed to deallocate() doesn't match block size	Iterators used in expression are from different owners Iterator could not be dereferenced (past-the-end ?) Range [first,last) is invalid Iterator is not in range [first,last) Range [first,last) is not in range [start,finish) The advance would produce invalid iterator Iterator is singular (advanced beyond the bounds ?) Memory block deallocated twice Deallocating a block that was never allocated Deallocating a memory block allocated for another type Size of block passed to deallocate() doesn't match block size
0x00ed6f48	0x012d6f48	11	UNCERTAIN	0.818	yes	1	Unknown	Rendition	Unknown NVidia ATI Intel S3 PowerVR Matrox 3Dfx 3DLabs CirrusLogic Rendition
0x00ea687c	0x012a687c	10	NAME_TABLE	1.0	yes	1	TAUNT	ALERT	TAUNT CHEER HERO_CHEER POINT FEAR UNCONTROLLABLE_FEAR TERROR DOOM QUARRELSOME ALERT
0x00ea7538	0x012a7538	10	NAME_TABLE	1.0	yes	1	NONE	DISABLE	NONE MIN STRETCH_NO_CLOUDS HALF_CLOUDS NO_CLOUDS STRETCH_CLOUDS NO_WATER MAX AUTOMATIC DISABLE
0x00eabfb0	0x012abfb0	10	UNCERTAIN	0.5	yes	1	SG_EOF	X	SG_EOF .sav 00000000 Save\ Maps\ UserData\Maps\ S M U X
0x00eacee4	0x012acee4	10	NAME_TABLE	1.0	yes	1	TWO_LEGS	OTHER	TWO_LEGS FOUR_WHEELS HOVER WINGS FOUR_LEGS_HUGE GIANT_BIRD HORDE HUGE_TWO_LEGS TREADS OTHER
0x00ead450	0x012ad450	10	NAME_TABLE	1.0	yes	1	SELF	MINES	SELF ALLIES ENEMIES NEUTRALS SUICIDE NOT_SIMILAR NOT_AIRBORNE PROJECTILES SAME_HEIGHT_ONLY MINES
0x00eb6b44	0x012b6b44	10	NAME_TABLE	0.9	yes	1	LanGameOptionsMenu.wnd	StaticTextMapPreview	LanGameOptionsMenu.wnd LanGameOptionsMenuParent MapWindow StaticTextTeam StaticTextFaction StaticTextColor TextEntryMapDisplay ButtonSelectMap ButtonStart StaticTextMapPreview
0x00eb6ffc	0x012b6ffc	10	NAME_TABLE	1.0	yes	1	Private	Commander	Private Corporal Sergeant Lieutenant Captain Major Colonel General Brigadier Commander
0x00eacf10	0x012acf10	9	NAME_TABLE	1.0	yes	1	NO_Z_MOTIVE_FORCE	FLOATING_Z	NO_Z_MOTIVE_FORCE SEA_LEVEL SURFACE_RELATIVE_HEIGHT ABSOLUTE_HEIGHT FIXED_SURFACE_RELATIVE_HEIGHT FIXED_ABSOLUTE_HEIGHT FIXED_RELATIVE_TO_GROUND_AND_BUILDINGS RELATIVE_TO_HIGHEST_LAYER FLOATING_Z
0x00eb2228	0x012b2228	9	NAME_TABLE	1.0	yes	1	ATTACKING	HORDEBRAIN_NOT_STEALTHED	ATTACKING MOVING USING_ABILITY FIRING_PRIMARY FIRING_SECONDARY FIRING_TERTIARY MOUNTED AWAY_FROM_TREES HORDEBRAIN_NOT_STEALTHED
0x00eb22a0	0x012b22a0	9	NAME_TABLE	1.0	yes	1	ATTACKING	HORDEBRAIN_NOT_STEALTHED	ATTACKING MOVING USING_ABILITY FIRING_PRIMARY FIRING_SECONDARY FIRING_TERTIARY MOUNTED AWAY_FROM_TREES HORDEBRAIN_NOT_STEALTHED
0x00eb6a84	0x012b6a84	9	UNCERTAIN	0.889	yes	1	WOLQuickMatchMenu.wnd	ButtonStart	WOLQuickMatchMenu.wnd WOLQuickMatchMenuParent StaticTextTitle ButtonBack ButtonOptions ButtonBuddies ButtonWiden ButtonStop ButtonStart
0x00eb90e0	0x012b90e0	9	NAME_TABLE	1.0	yes	1	ZOOMED_IN	EVIL_CAMPAIGN	ZOOMED_IN ZOOMED_OUT ZOOMING_IN VISIBLE ONCE NO_KILL FADE_IN GOOD_CAMPAIGN EVIL_CAMPAIGN
0x00eb92a4	0x012b92a4	9	UNCERTAIN	0.0	yes	1	Menus/PopupPlayerInfo.wnd	Menus/OptionsMenu.wnd	Menus/PopupPlayerInfo.wnd Menus/WOLMapSelectMenu.wnd Menus/WOLBuddyOverlay.wnd Menus/WOLPageOverlay.wnd Menus/PopupHostGame.wnd Menus/PopupJoinGame.wnd Menus/PopupLadderSelect.wnd Menus/PopupLocaleSelect.wnd Menus/OptionsMenu.wnd
0x00ebb5dc	0x012bb5dc	9	NAME_TABLE	1.0	yes	1	RANDOMSTART	MAINTAIN_FRAME_ACROSS_STATES4	RANDOMSTART START_FRAME_FIRST START_FRAME_LAST ADJUST_HEIGHT_BY_CONSTRUCTION_PERCENT MAINTAIN_FRAME_ACROSS_STATES RESTART_ANIM_WHEN_COMPLETE MAINTAIN_FRAME_ACROSS_STATES2 MAINTAIN_FRAME_ACROSS_STATES3 MAINTAIN_FRAME_ACROSS_STATES4
0x00ed4d6c	0x012d4d6c	9	NAME_TABLE	1.0	yes	1	SymInitialize	SymCleanup	SymInitialize SymGetOptions SymSetOptions StackWalk SymFunctionTableAccess SymGetModuleBase SymGetSymFromAddr SymGetLineFromAddr SymCleanup
0x00ed9908	0x012d9908	9	UNCERTAIN	0.889	yes	1	<Unknown>	Transmeta	<Unknown> Intel UMC AMD Cyrix NextGen VIA Rise Transmeta
